feature_1,feature_2,feature_3,feature_4,class
3.482726018621584,2.1477064120482807,7.172081499124375,2.6171276372062025,2
3.142134740288888,6.272827993043197,4.374634390977082,3.64645655615235,0
2.506564322197251,3.9066529999228385,5.794826493158575,4.745832121380628,2
2.3352145514493694,5.779111269651123,2.135653213504224,3.4439639382110045,0
5.410962766354956,2.3102009993308417,3.9563849312505766,1.556204495599395,1
2.6954965437263123,4.044568263520287,4.229217999797129,1.2565415994155897,2
2.942615345472361,5.254547431882988,5.753005021115919,2.3070675601041217,1
5.088234408609057,5.545610370146221,6.554273196459285,1.8532504654632058,0
3.2050443574637977,4.869143686510511,4.465581071856501,2.9485440220517094,0
4.137958552801763,1.2545395890617508,3.0162115672817427,3.4732962054168106,2
5.151749398272233,3.1985480416324243,3.9588549413818805,3.9145719841960025,1
2.9927994772447044,4.8096951038394,6.570298407101099,3.519090866229189,1
2.398469314119405,1.000664589104605,3.781616242524761,2.6476032437858303,2
0.9595508837928638,4.036073645466443,3.9380599379436805,3.9125830528961707,0
4.591074708877153,0.8638404732051693,4.020528354474734,4.388257664538289,1
1.0023984319708275,4.175900925424616,5.055309191365991,2.674620326976307,2
6.5329224955438185,7.149486540437016,7.562830331468743,3.418176132428974,0
7.481064339659081,7.4387326985243645,8.088411395770063,3.7288954554092686,0
4.661644576115677,3.7693328378833804,3.793527728391903,1.8999802912984876,1
1.9110351145898354,1.708880826328762,4.202032551337531,2.6469976738752607,2
1.2990181139820551,6.472704801553382,8.441608447254458,1.9946353682987739,1
3.9008435981243417,3.9156966921534373,3.9012925158491654,2.933662250294167,1
3.346549239316156,5.015114027469875,4.988517972372391,3.1243597931044786,0
3.606935808777957,2.4818980873986463,6.322090323405236,4.673956192270129,2
3.3093391554942126,5.447245498706523,4.690655568359888,1.1067146472481584,0
3.8621078513538047,4.840409818175308,5.173338299598283,4.680183069651558,1
3.108646223432324,4.994133348929212,4.0965367007833935,2.7550193203373596,0
4.065834984412836,5.042205182984757,3.81092463237901,4.638270538330058,1
2.213148742081664,5.369244207338551,1.6294092163089307,3.02314121718822,0
2.735274581423423,2.71427027800213,3.972713091697474,3.648578256607109,2
3.988663338242331,2.667572788489284,5.10986904919925,2.7926750180913276,2
3.436562621622605,3.5045004818760224,5.718981876320609,2.866434678460263,2
2.3223514140954187,6.2269759319008005,2.014583517087265,1.7447159540032453,0
4.426948319370239,5.869369353148858,3.847341921412317,2.8461997911611627,1
5.2735886249682675,4.329094285814518,3.0368622127465215,2.970701307202244,2
2.489155239779979,5.720472550897563,6.852425506012129,1.7704897151913481,1
3.2265132965553724,4.656837566019686,5.059333584097716,2.906519683906463,0
3.9477000792278365,4.170512345452493,6.689806806534051,2.304347308312445,0
5.3626530377991735,5.889504131345131,6.694794508668495,1.8499099851750014,0
3.9870169057244986,2.3819038175071285,5.4446333327975225,4.243997450867423,2
2.6572044949819493,6.120380537163202,2.829052489048659,3.239594827516381,0
3.1460937725474394,4.265528572096845,4.661863259218549,2.9079733298424344,2
2.869273588461017,5.546592014202431,3.596452651598244,2.31986307613442,0
0.34223352980307664,7.326363803844864,9.620242790147802,4.7237985482944005,1
4.411893875782015,3.7759507791803615,3.9097672020575462,2.3493186004881155,1
1.5033067569601597,7.036952178435922,7.158846924948382,2.675908069999369,1
3.333303957721823,3.440592097731763,5.302671196518709,3.1214798808415964,2
7.173935491045537,4.883787148667201,5.233804404436571,4.609966647252336,0
2.1470812009889535,5.4733151422024635,1.771078250979084,2.956097427549346,0
1.1582142869075538,3.839300709172852,3.564949996324183,1.9428398150200332,0
2.11764411217541,5.820141296653508,7.504014373994375,3.2207071967536613,1
3.1104993421578615,4.793532475266329,5.816318990460101,1.5318804979838692,1
2.966848546699321,3.840331323693973,4.013359251299167,2.957746908692982,2
4.305199909128687,4.495426569748635,4.879651308555084,4.045808093513024,1
5.005902600429427,3.3830253962642463,3.946261076685944,2.671423994685067,1
3.514212192901906,4.319699677900738,5.009435182018129,3.637098239460699,1
3.4801996677342535,4.908000974019194,5.509745889835313,3.3389807245713934,0
2.876666709770342,2.084934646499622,3.7148087295447207,2.633814436790557,2
3.080013613921651,5.628486031157532,5.037271663507064,2.3142711301958907,1
5.448551618987513,5.274471381358231,4.005279084221272,3.5601644982460487,1
4.459104585373462,4.511399177086812,4.9921908258186045,3.2988908434327224,0
3.79503713261606,5.17183787463205,5.792039735178524,4.797195811104505,0
2.9728133138965114,2.483907583589365,7.517921906297364,1.7523921428024043,2
3.249286364119491,5.263395800487812,3.6874203755343293,3.011834425775157,1
4.875848916541685,3.8626696324326972,3.09524847918677,3.9925221976408296,2
2.8492355468061024,5.258533123126449,3.629879331209436,2.3436313988912985,0
4.506088446484141,3.5536342911396774,3.920300457534054,2.007664271042772,1
2.1610435317973997,5.546869278496576,7.316954450050648,3.3954785007989687,1
3.6730269017379302,3.449638154028292,5.635892953772278,3.960134494988599,2
5.558859662500418,5.682098927623741,5.6106589317218365,4.101781311151672,0
2.100763828772438,5.178892336679311,1.8204621384449506,3.3483107747079863,0
1.4820093274512343,6.578021253070791,9.213026874083432,4.395610814779691,1
5.066993769573067,3.533623833489733,4.2399514817760835,0.1,0
5.359209345147449,2.4512776335680266,3.4209013969779867,2.7013056999016616,2
3.6228743863063255,3.6600778575456987,5.817622833601946,3.421712939978654,0
2.1382826843226495,4.036949912169861,3.9999480980674895,4.183285683754069,0
4.895910619650974,5.555975757705634,5.287930857302303,2.932117031600697,0
3.783399873970034,4.547728743841861,5.8947575191510495,3.4530085973474733,0
2.9487320515782387,4.963273685353403,6.149048165706276,3.6434513178964303,1
1.8221779013199955,5.82218693910126,7.659825090091416,3.6314271798756588,1
1.9501046565562996,4.341039218394774,4.7214589310144675,3.0730772692539445,2
2.594155093224875,5.031122148978827,3.129964478274448,3.705259135782202,0
2.5705913729614758,6.039902620161441,2.8815213102458475,2.8970795144143064,0
7.807883024584319,6.108801250274672,7.7045793012140384,3.361216380659915,0
5.059473433429366,2.132292717552892,4.971060447929156,3.565238457378965,2
3.1527853660622394,3.7382122105025832,4.513225651319102,5.399670963431964,0
2.4215231086414506,5.34996517625101,6.832940214893284,3.8914485982214218,1
3.8797071116591537,3.2448054610546713,3.4874169714817858,2.324632010255638,2
3.1787664893833067,2.3405528441760137,7.107762370510447,3.306076088420717,2
3.509858627317516,5.456132294483188,5.47880795984955,3.566022658425893,0
6.885313923759864,0.5125491048091882,4.037063682001629,1.3508566312367976,1
1.1501499545908187,3.202862223640392,4.7882995459294335,3.879915315680362,2
5.780571265813159,4.873243650550202,6.109302007377197,4.9102867320604755,0
6.484281389996415,2.733646815231506,4.310597473609528,2.771622228196665,1
3.5714234272449112,4.341109712162822,5.257683805654967,2.992652839103121,0
2.594784639124544,1.024649636493753,3.674706545078929,1.7015739024727836,2
3.45916272155834,4.958145609646481,5.4099669219043935,1.5654802760756412,0
2.087299072420117,5.781382541856534,7.588744381219792,4.0433536808058435,1
3.858777997257227,4.54004421208902,5.806053373924668,2.372486417497884,0
3.4808403457516204,3.188652296121528,5.501248417275637,3.630032259125788,2
6.026820306185186,5.066922572111229,5.916810081271963,4.046909774201301,0
3.4486945020421063,3.3888276455724267,4.362390692744164,3.3176125936439624,0
4.005198252053864,4.330625432705815,2.96339217532014,2.394887734242476,2
3.545159251771033,3.4123815593415268,3.803101155404063,3.9370265661819053,1
2.4563932530396237,3.437932015462716,6.585371702021756,1.5936501063939958,2
5.161634264131354,2.2445399760720224,4.082803747145358,2.1492940298753616,1
1.916907585354406,5.839729023053398,7.603572609632122,2.4610201666331215,1
4.377975001041137,4.168576214161621,4.390377058731046,4.18572586711833,0
3.442376612285242,5.01050803542775,4.846176610843616,2.5500719449789098,0
4.302690401455388,2.719344393497353,4.046545534156957,4.006072467536323,1
4.192936361416437,5.586725535547565,5.48154730308759,3.5936554480435476,0
5.2936960167767655,1.6700460492429126,5.154220437719781,4.635372183637756,2
3.5102122376615843,5.636195315233511,4.677904555121687,3.0342588563618897,1
1.560977797964652,6.589928416765307,7.65784827762689,2.738878840770344,1
4.2886859385817075,4.656436898825458,3.947914730057986,2.242290789327013,1
6.434198497027429,4.873702991875675,5.911567298790662,3.197354424908657,0
2.9471000386145465,4.410643439007088,7.202221569918274,1.9734628129952838,1
5.380056028831344,4.852119199934302,5.309552727642895,2.8055729774303426,0
3.3940352529614954,5.003832621628378,5.417852331412618,3.8663231088824435,0
1.8104699823854258,4.571152606636711,7.326513435879934,3.609773350924106,1
6.756346084999636,7.466963837389916,7.487635253642145,3.9603425464820465,0
2.67527111869286,2.398241644554025,3.1623496442757473,3.634985600222874,0
1.6454615901882796,4.265155633690002,4.78179238783781,2.5681402172277767,2
3.477296260780459,2.6727021117147802,3.5838398226429615,2.502498795032377,2
4.777045991504057,2.934247702233622,3.914528556683712,3.176149529347168,1
3.586177781870533,4.054335608643829,6.205091668111017,1.412352554707966,0
3.0381873068036227,4.335544298423553,4.730199363141738,2.976617579267008,2
5.918082220950482,4.022042126857485,3.9909290358530796,0.8428652645899745,1
3.0058433087678087,1.6230027788273387,3.5660538228309977,3.342759259924405,2
4.31292555405258,2.1162588305852403,5.9181930018697315,3.8911797551381304,2
5.084928643621688,4.779983384096098,3.162547454473036,2.528554176881798,2
1.0436939891138186,4.829923899771145,5.186121977530126,5.07300336175453,2
2.5299385166804127,5.72678162901068,2.36184665056178,2.9506693618381914,0
2.9835460759437127,4.82941795515344,4.429311377275489,3.1927765478951593,0
5.489826714417223,2.3189312002696636,4.221108193797442,5.436007784532961,1
1.8838982382752079,4.1561836382860164,5.739294487519859,4.360395808167533,2
6.8361087149593605,5.461259507589868,7.569068668455323,0.9980546936615816,0
5.00084420448518,5.210924334153354,5.38805886571447,2.7520987429030406,0
3.566355591515849,2.443962499273602,4.046776490064744,2.308105033015966,1
4.231187891244145,5.627097671971006,2.9900498615515847,4.732219181358938,1
2.6576873215964403,6.751157308257312,3.008579253879381,1.8378906890011466,0
3.428221302704048,2.9303035539259885,6.678132452769193,3.5487453326108374,2
5.164578700025297,4.462203342664254,5.257413963760492,3.723884921830669,0
3.5544699819920647,4.842434080265507,5.08403178644156,2.6986918748336977,0
2.0699747989523374,6.212777916988751,7.251410033646218,2.4225553742551105,1
4.570720568914924,4.733913210673198,5.7993206333643705,1.768647563056697,0
1.8443077235558603,2.338260057408819,4.352408146419297,0.14771275756361382,2
3.0426668288656393,2.9752015991717022,5.6181107594522945,3.0368470693975715,2
4.052901232065642,3.6235385227692163,3.448012119974313,1.4396734795339383,2
3.301090715419924,2.81492564481198,6.401094683672174,4.624652001322227,2
3.1503202068847114,2.8582742570833033,3.7535835495207333,1.41986322120944,2
5.8091715899279555,4.228010169827268,3.8984663108678097,2.8979157513989393,1
5.506042522486204,6.485598088964033,7.28456326652585,3.07489056850978,0
2.5015851935100915,6.220751986551724,2.165368165996387,0.5723760515647326,0
3.2324412131167453,3.4026798880221043,5.326519814078879,5.206778379785041,2
4.382307761540055,4.590004385147358,3.3086760278081715,3.4325790478677214,1
2.782704246427246,6.108338967208393,3.003568982113457,3.8368989271824137,0
2.5203061676254515,5.120180228900692,5.553645548389912,1.9563494510681585,0
3.2166285554979672,3.285659449519468,3.7274494917632066,4.3763467323411405,2
4.586208198008446,1.1566209855062954,3.9262803731445284,1.662229883275485,1
3.2261303056674975,3.861802602203927,5.208748453095197,2.029279235064476,0
3.260484805329973,4.200762796202908,4.554314389119291,3.491937266166294,0
5.407032733517136,3.0214895115853175,3.917421793727248,3.1004564821455656,1
5.08319681834143,0.40126881132150183,3.6914548607939777,3.9780208651852837,1
4.134603233714426,2.844651936117834,5.2241378163901535,3.2201695122583507,2
2.438290815659937,3.6743142959348356,4.339424956846525,2.949334799314505,2
3.801438947490511,6.060896930772132,6.605004910111781,4.104438194931205,0
2.7525712044388686,5.680000624178758,3.752969624606426,3.7820555368445214,0
4.258128932725352,4.05955579501461,3.4769558611153975,4.157082165572208,2
4.509464521998218,3.281682874635628,3.58752793402204,2.0137679846553795,1
2.1655538294293737,4.437404351901981,4.405536204486154,4.371962191505308,0
1.9294798801635933,4.098291137774216,6.836612213362033,2.849253376565201,2
3.693302408307607,6.007168790119118,4.092146038550573,1.303298563998304,1
3.4194547846785075,4.43520774833174,5.00450908824092,1.4707302072689505,0
1.4194661557862993,6.025197988815032,7.717121739853829,3.1941661616563373,1
4.323364160492763,3.4186663821881957,3.3307773761294555,2.9246541187796256,2
4.574229021730356,3.7590644185582245,4.053351334973543,2.027910923330054,1
4.973280498334582,4.56913884068127,5.912325152285005,3.609029283256259,0
1.9664028182419133,5.611300952072722,7.418049011550963,3.389740763615439,1
1.5668445477327668,6.903135530685785,7.839852517979782,2.513068915894315,1
5.231630489768645,4.287032326571314,3.522022772172046,4.590760441418661,1
1.5549657722985897,3.7142500548787973,7.3189330508593295,3.2752495404174913,2
3.666589365208609,5.665720366921351,5.729925804640786,3.8736176687693606,0
2.2410858421529287,5.8326115327594765,2.3204907352291433,2.5439490589446128,0
5.97444980742252,5.480872936541312,6.651848480121924,3.213688251373412,0
5.373742703092557,2.3295962537695396,4.247938101801971,3.101630884339649,1
1.873500683646267,6.797487527919781,6.665841203874475,2.7490779956730926,1
5.485860405405427,3.445608127716307,4.110962570522288,1.4257547745705124,1
2.8345757352990466,4.728129205767785,6.168908663891193,2.9719007859327067,1
1.6326440378960339,4.212278650563499,7.028111992022935,3.5395534072300774,2
4.336810728369097,2.7706204402347594,4.994737748717181,3.1185528812259733,2
